Gene Symbol
VGLL3
PRKACA
PEX1
GRIK3
ATP5J
DNAL1
AATK
ALB
HEY1
WARS2
KCNIP2
VWA5A
HIF3A
NUP205
ZNF382
SLC22A4
TTL
RPS4Y1
ST6GALNAC1
COL5A2
LRIG2
SLC43A2
AHNAK2
POC5
MAP3K2
HPR
PRAF2
MYRF
PPP1R13L
UBE2V1
CYP24A1
KLRC2
CTBP2
SLC22A7
DOCK10
MPL
AGR2
THAP7
DCLK2
KHDRBS3
CDC42SE2
HES1
INSM2
RSPO3
SMARCD2
SLC25A5
POLR2G
TBCA
ABCA10
NLRC4
HBE1
NPC1
PQLC2
OBSCN
ZFAND6
EXOSC2
FIBIN
CHST2
PLCXD3
CTDSP1
RREB1
ENDOD1
CABLES1
EIF4G1
RBP2
SMPD4
ABRAXAS2
LIMS2
DEAF1
ARID3A
PHACTR4
RNF146
HMCES
FYB1
IL13RA2
TPPP
TRIM59
FTSJ3
ITPR3
C14ORF166
MID2
RRN3
CTSA
MPPE1
VPS54
PSMG2
SLITRK5
POLD3
NPY
MGAT4B
SMPD3
OPN1LW
DOT1L
MAMLD1
MINOS1-NBL1
RBM19
S100A2
DKK4
PLXNB1
CACNA1H
AKAP8
PROSER1
LTF
ORMDL1
BCR
DBNDD1
TSPAN31
JAML
TAC1
KCNJ1
RBM14-RBM4
MKRN1
AP1S3
SUV39H1
RTEL1-TNFRSF6B
SPAG11A
CHMP1B
GNG8
GALNT7
SHISA6
EYA2
DDX51
DDX5
SETDB1
FERMT1
PACS1
SDC4
GNRH1
ATRN
NETO2
PPP1R7
ABCA3
DAPK1
DGKZ
AMT
PEX6
CEP55
ITGA6
PDXDC1
GPAM
ADM2
TRAPPC10
DTL
SNX17
HMGCS1
NUCB1
VAMP2
CRTAP
RAD54L
NAXD
KCNC1
MAD2L2
TBX18
SMPDL3B
STRIP2
GINS3
FLT3
ACAD9
ZNF627
NSD1
DMWD
HIST1H2BE
NEDD4
SLC25A23
MMP20
SUMF1
DPP9
TSHB
ELOA
PDE3B
SLC2A5
ZNF609
GPR107
CCNC
GP2
SLC44A1
DMTF1
SSH1
EPHA4
CTR9
GLUL
FZD7
PAPOLA
WWC1
NANOS1
NDUFC2
C1ORF106
PSENEN
ACTL8
WDR62
ATP2B3
DHX33
MLST8
TMSB10
GNAZ
NME4
HAAO
BCL7B
TNFRSF21
ZNF396
NACC2
NR2C2AP
MICU1
TAL1
SLC25A44
FAS
OXNAD1
TMEM185A
MIA3
ACSS2
ATP6
PIK3C3
PCSK1N
ZFR2
HOXD12
TNS4
GPR183
CPEB2
OAZ2
MAF1
TMEM63B
LRRC59
HSF1
NSUN2
ADAMTS20
PORCN
CNTROB
CYP2F1
HYPK
LGALSL
NFAM1
PSMC3
POU6F2
TIAF1
NMD3
PPIG
ALDH6A1
ICK
VAV2
SNRPD3
SDC3
TMC3
LIN28B
PPIC
MT4
FANCM
FOXP1
TNFSF15
POLK
ITPRIP
TMEM70
ANO4
RPP14
SERPINC1
OGG1
TRPC4AP
TOP2A
NSF
USP16
MGA
DCP1A
BIN1
SLC6A12
SCGB1D2
TMSB15A
PCDHB8
ATP1B1
BMP6
VPS37A
MFSD12
FNDC3B
SLC12A7
CLDN1
WNT10A
RPL10A
PDE4C
PLEKHG4
RAB23
BDP1
VNN3
LPAR1
B3GAT2
AGPS
PCDH10
CFLAR
MORN3
VPS37B
NIPA1
CYP1A1
NDST3
KLLN
RNASEH2A
TRIB3
CTNNA3
LMNA
ZNF674
ALPK3
ENC1
ASGR1
EPB41L5
SLC5A7
ACR
CX3CR1
TBC1D7
ZNRD1
RGS2
SLC12A3
FBXO31
CLIC4
RPS7
PLSCR1
HS6ST1
ICAM3
SOBP
TUBB4A
PRODH
SLC12A5
CYP3A4
C2ORF82
CLIC2
ALG3
NPAS4
ZNF518B
ABCG2
FXYD2
BLOC1S5
LCORL
CYGB
ZNF618
ZC3H13
LNX2
NAA16
PGK1
POLR1E
HID1
RFC2
OMD
MRPL24
PPP1R1A
ADK
SLC20A2
ANXA6
SLC5A5
HIST1H3A
GDA
PHLDA3
TPR
DCAF7
PLEKHH2
SHROOM2
ICAM5
SLC38A2
RCOR1
ACTN1
B4GALT2
PFN2
KCNA5
TXNIP
FOXG1
SNRK
ADAM32
CHRM3
USP33
GRM6
METTL1
RHEBP1
TM4SF18
COG5
PKLR
DOK2
SUGT1
MUS81
TNFAIP6
BGN
ZNF587B
SNRPB
HES2
SRL
SEC23B
MACROD2
HOXA4
PARM1
ND2
CERKL
HIST1H2BN
ACTA1
GSTM4
THAP1
DMBX1
DERL1
OGFR
MATK
SEC16B
VPS51
OTUD7B
RNF43
EYA1
F2
PRMT1
MAP4
PACSIN2
MLF1
ZNF646
URI1
CIAO1
ARHGAP22
TMPRSS11D
MMP13
RPL19
TTN
ILF2
RHBDD2
EID1
ZNF117
CMTM3
PI4K2B
CDK5
UCP1
TOR1B
FKBP1B
SERPINB1
RMND1
LEPROT
HNRNPH1
SI
SLC17A2
CDC25C
ST2
IRF9
GNAI1
FGFBP3
CABIN1
UACA
AHR
GTF2I
EP300
CASP8AP2
GBP3
TPST2
RPIA
NRSN2
RERE
MAPK8IP1
FBRSL1
HSPA5
NAA50
HSPB11
ATP6V1E2
CCDC171
GCNT1
EEF1A1
AGFG2
SAT2
C4ORF26
IRF2BPL
LYPLA2
N4BP2L2
PARVA
BRF1
CALD1
SHMT2
SMG6
SCN7A
RAD51D
ITGAV
PDIA5
SLC41A1
PPP1R9B
TIAM1
TMX2
AFF1
CS
STK26
ESR2
HEG1
COL4A1
KIAA2026
SUMO1
SNUPN
GCDH
DNAJC10
LLGL2
SLC9A3R2
FBXL4
PAXIP1
PLOD2
RAB37
TBX3
ZFYVE19
HEATR6
TOX3
CSNK2A1
SLC47A1
SUDS3
PELI1
KIF1B
HIST4H4
SERPINA12
TFAP2C
QRICH1
HOXB5
CANT1
FUT1
TRIO
CRLF3
TYRO3
ZDHHC15
ACVR2A
CKAP5
SFXN4
MON2
ZNF71
PPP3CC
DUT
ARHGAP10
IRAK1BP1
RPL30
ZNF813
ZNF318
LSM4
ETS1
TMEM206
NECTIN1
PHPT1
MRPL58
PITPNC1
MFGE8
MYO19
GPR146
DDX42
XPOT
BRD7
MMP10
OSBPL9
DKK2
COX7C
PINX1
PPP1R3F
NBPF14
ADA2
PRKCG
METRNL
SCAF1
TMEM126B
SLC5A8
SCUBE3
ZNF81
SLC26A2
CA12
CPA4
APOC1
NR2C1
BRSK1
ERCC6L
CCDC65
RETREG2
ITGA11
SIGIRR
NUPR1
MSC
DNAJC1
NCALD
PROK2
BCKDHA
HSPA1B
GPN1
HLA-DOB
SPART
CDCA3
RPL14
CORO1B
UBE2V2
CYP2J2
SV2A
SASH1
RNF123
OTC
HSP90AB1
KIF21A
ATF7IP
PRPF4
MTRR
WWTR1
SLC35G1
MAK
GART
ASPH
TRAF1
SQLE
ZAP70
NINL
PLA2G4C
RBFOX2
AQP3
ABR
CD1C
FJX1
STX12
PANK1
UAP1
FLI1
PIK3R2
GTF2H2
FAM71F2
CD164
UBR3
MECP2
TSTD1
EAF2
MT1M
SGO1
LRPPRC
FNTB
KYAT3
IRGC
PRKCH
REPS2
SIGLEC9
MKLN1
MITF
MAGEA9B
CPEB4
MAPK4
URM1
FRRS1L
SPTLC1
USP18
CIAPIN1
PTGER4
STMN4
MZF1
MSS51
RPL41
LAMA5
DBH
ASCC2
P2RX7
NACC1
SRP54
CHORDC1
MGAT1
RPP38
FOXO4
CLCN6
PLK2
KLF9
JAZF1
NECTIN3
CD177
NHP2
SPPL2C
ST5
F2RL2
B4GALT5
C12ORF65
ETV6
NAP1L4
COLQ
AASS
ACOT13
XPO7
WDR3
IL12A
HOXB6
PDCD5
PDE6H
SUN1
CD276
PPP1R21
TUBB6
HK1
MCFD2
IST1
CARHSP1
TRAPPC11
RAD18
CRTAM
KRT15
SNED1
CHD9
ENTPD5
NRP2
ERC1
MYH2
RHPN2
PHC1
SYNJ2
BAG1
KCNJ13
CBX5
EIF5
COX1
SPON2
BNIP3L
ASB4
TSPAN18
DSTN
RPL8
CNR2
THOC1
C1S
CXCR2
GTF2H4
FOS
SRD5A1
SLC25A41
ARC
GRHL1
BFSP1
SARS
SEH1L
RAP1GDS1
SOCS2
SVIL
RABGAP1L
PRDM12
SLC22A2
ZDHHC6
NEK1
TMEM184C
IL23R
LPIN1
KLF2
CYP4F11
CARD10
WNT11
DSG2
DHX38
TGS1
MYB
PALLD
DDIT4
RNF2
RPL26
PURB
RNF214
ADAMTS5
DNAJC2
GPR78
ZC3HAV1
MANF
EPN2
ZNF713
KCND3
STAG1
TMEM38B
OPRD1
RGR
NOP16
MDK
ZFP3
LINC00346
RPS13
ZNF484
FBXO18
SPATS2L
NOL4
CACNB2
INTS13
ARID2
CSAG1
MAP4K2
CHST9
SELENOI
FBXL18
XPNPEP3
PRDM13
CARD8
PBLD
PICALM
NDUFA11
CCL7
MUC20
TRAPPC6B
SLC4A10
PAM
MCPH1
TIMM50
FPR2
DNAJB2
CDC123
PEX5
RC3H1
ICE1
ZNF740
TMEM94
RPRD1A
FABP6
MPI
HNRNPA3P1
PSMC6
MIR34C
PKD2L1
GPR19
KANK4
NFE2L2
PC
ACOT6
IGF2
TMEM170A
HDAC4
NEBL
LTA
BATF2
MTX1
SLC10A7
MAML1
TRMT61A
CD9
MED14
PPM1F
COG1
CHERP
TAX1BP3
TWSG1
ANKRD12
RIF1
ARHGEF9
SS18
RPS28
GNG12
PLXNA1
HDAC6
RNF217
ZNF141
SDC2
GMPS
LYPD6
SERPINE1
RNF150
EEF2
PAN2
MYOF
CTSK
KCTD15
PLEKHS1
ZNF263
BAK1
CES3
GNB2
EGLN1
PRMT8
HDLBP
FHOD3
ADAMTS4
SUPV3L1
BCAP31
PSMA7
RASAL2
CUL3
PTEN
ZC2HC1C
NAP1L5
LPCAT3
STK25
DGKG
PDZRN4
TNRC6C
GRIK5
COL6A1
CELF2
CRIP2
SLCO2B1
ROS1
ERAP2
ANO1
XYLT2
CBLN4
MAPRE1
ATP6V1B2
DCTN2
MTMR4
RBMXL1
ENAM
PROS1
ATP5G2
GRHPR
ARL4D
MYPOP
LRP10
CENPM
NBN
RELN
ARHGEF7
EYA4
RPL28
IGSF1
ALG1
SEC31A
CDKL2
CCNE1
C6ORF141
RASD2
CTSB
FAM83B
SPNS2
SLC52A2
RHAG
HOXB8
PTPRT
PPP2R3B
CDK10
RPS2
SMG7
RIPOR3
BLOC1S2
OIP5
PTGFRN
PCK1
MIEN1
DAGLB
NR4A2
CD226
TFG
UNC5D
FAT3
TFDP2
ANO7
ACTRT3
EDN3
IL32
MAPK8IP2
UBE2D1
CDC23
PIN1
CRLF1
FRYL
GPR37
WDTC1
PIGA
GNPDA2
SIGMAR1
OSMR
FBXO11
VPS29
POLR2F
POU2AF1
SHROOM4
CCR1
FBLN5
TRAP1
HECW2
TNFRSF17
FBXO7
RAB21
CERS5
AP2B1
GALNS
TJP1
AKR1B10
HSD17B1
PITPNA
ENO2
WDR4
ANKRD22
ZBED4
FBXW11
IRAK4
ERG
ACSF3
TRIM71
SLC52A1
ACP6
IMPA1
HNRNPM
RCE1
SULT2A1
CRISP3
LILRB2
POU4F3
NECTIN2
LILRA3
PANX1
TUBGCP2
TMBIM6
HSPA12A
LARP4
PRKAB1
NRG1
RNF121
CD80
SERF1A
ADAR
MORC3
CIP2A
CAMKK2
IFNB1
IRAK2
GLIS3
KCNE1
NCOA3
ANO6
NGDN
MTO1
SLC28A1
CHST10
FBXO47
AMFR
RAPGEF2
USP25
RNF5
ZNF7
KLHL35
YY1
PDLIM7
ALCAM
WDR70
SFXN1
PGP
FPR1
TSGA10
TRIM29
RRP8
MTCP1
YRDC
CPEB1
PPARGC1B
GPR17
PPP2R2A
HIST1H3C
PBX1
VBP1
PPP1R14A
ARL6
ZNF175
EPHX1
LRP6
MIA2
MPO
MPRIP
PGBD5
RPL22L1
FOXL1
CD5L
MXI1
CERS6
XIST
PPP1R13B
DIO1
PRKD2
HES6
TMOD2
TTK
PNN
TRERF1
SPIN3
ADGRG7
RAB8A
SENP6
CD93
ETF1
SNCG
GLYCTK
CLEC4D
AGPAT1
RPS27
RFESD
CNTRL
GNB1L
MTDH
ADAM22
DNAH9
RAD1
TGFBI
GJE1
SLC6A1
TCF3
PBOV1
GRID2
NXPE1
RFX6
HP1BP3
USP11
OSTM1
NADK2
TMED7-TICAM2
AK1
OPALIN
C17ORF82
MTMR10
TAL2
DDO
POMP
GMCL1
TNIP3
COL4A3BP
NEURL4
DGAT2
MSH2
TP53RK
TTPAL
S1PR1
BACH2
DGAT1
NOD2
IFNA6
CABLES2
GFRA3
AKT3
STXBP4
TCTN3
RNF141
TLL2
TTC1
MRPL44
AARS2
HDAC7
H3F3B
DIAPH3
GPHN
RAB1B
NT5DC1
RBM17
ZMYM2
FUT8
SLC50A1
RCN2
IL2RB
SYNJ1
MOB3C
YARS
RBAK
PDE11A
PAX8
UBXN1
STS
PNLIPRP2
RGCC
SRP9
USP13
CD200
CALHM3
CFL2
SLC35G2
RPA1
PITX1
SASH3
PLEKHM2
NOTCH1
ANXA8
CEACAM19
MAN2B1
APOBEC3C
SSR4
MRO
VCAM1
NOP2
GPC3
CCDC86
ZNF300
MMP2
LILRA4
NXPH4
SHOC2
FOCAD
VEGFB
CASP9
EDEM2
TRIOBP
RYBP
SRGAP1
ERCC2
ADPRH
LIX1
UBR1
WWC2
SLC1A6
NEUROD1
KIAA1522
BBS1
CDON
TKTL2
EIF2S2
ELP1
GTF3C3
RNF115
ST6GALNAC5
LRSAM1
RPL34
UBA5
HOMER1
HABP4
DUSP7
TNFSF10
PTBP3
ND4L
GIN1
FBXW2
PTPN2
ULK1
SLC30A10
KPNA2
OPN3
KPNA6
UBA3
RASA3
UBR2
HNRNPH2
CD38
LMOD1
IGDCC4
ZC3H11B
CALML3
SPATA21
CFTR
WDFY4
COG3
MAP3K1
NDUFA12
TP53AIP1
PXMP2
DHODH
TGFBR1
SLC43A3
ANGPT4
ESYT2
CFDP1
RPLP0
SMCR8
LAMA3
CBX6
TADA2A
DDX39B
DPF3
COMMD5
SLC39A7
IL1RL2
IFIT3
HIST1H4K
TEX35
CCDC91
PLAG1
GPRIN2
NBL1
PREX2
DZIP1L
RPS6KA1
TMIGD2
MARS
ZNF546
WBP4
STARD13
ORMDL2
SLC2A8
MOG
FAM111B
CUX2
MYO6
OTOG
COX6A1
PHLDA1
DCTN6
SEZ6
ANKRD23
CNP
GJB1
GDAP2
ARX
MCTP1
ORMDL3
TESPA1
DDX4
MAP1A
AS3MT
PTGES3
TRIM14
LCTL
MDC1
MUC4
PAH
CPM
SCGB3A1
XIRP1
MFSD8
NRAS
ZMAT1
ARAF
PMS1
SCARB2
NEO1
PGRMC2
SECISBP2
LCLAT1
MED12
MCUB
ERMN
NDNF
LRBA
CRYGEP
ADAM17
CRYZ
KYAT1
IL10RB
STAC
UBL7
MOB3B
ARF3
CACNA2D1
ZSWIM6
MSH6
ZNF266
NEK9
ADCY7
FAM98B
TAB2
VAV3
DESI1
PPP1R3A
B4GALT7
ZDHHC2
PPT2
USP53
GIMAP7
SPATA20
PAX3
DCBLD1
TANGO2
CTBS
ELOC
DUSP4
NDUFV1
CEP57
HOXD1
NUP98
PLEC
CREG1
TMEM151A
FAM69A
IGF2BP2
LRWD1
GDF15
G3BP1
REEP2
RBMX
MED4
DUS2
PCSK2
PPIL1
HAUS3
ARFGAP1
RPAIN
PHF8
EOMES
GDE1
CKAP4
PPP3R2
TIMP2
MEF2A
ZNF687
FEN1
RAG1
PRICKLE2
PSPC1
TRPM4
ADAM19
FUCA1
MUT
GGPS1
RIC8B
TP73
GPCPD1
CCT8
APOBEC3D
ND6
FGL2
LRRC8D
GLI3
EIF1AX
FXYD6
TRIM31
WASF3
CDKN3
CREM
CADM3
UBTF
KPNA4
ZNF24
PREP
PEBP1
BTBD2
STX11
POLR1B
MXD3
ARPC1B
FAM163A
L2HGDH
GLRA2
BET1
NR1I2
GPAT4
SP4
HS3ST3B1
CYR61
DGCR6L
PLEKHA2
SLC7A14
BTLA
CTCFL
KIT
PRELP
SEC61B
GPR158
RAB3A
MEG3
DDX3X
C1QB
ABCB1
CRTC3
CCDC8
MANBA
PRSS23
SYN1
GLRX5
SPRY3
NT5E
BCAP29
CD300C
TSPAN13
SIDT2
CBX3
MAGI1
GNE
TYRP1
TRIP11
UNC5B
GIMAP8
BEX1
SH3GLB1
PCSK6
PPM1L
ACOT2
FAM160B1
MEIS2
C2CD3
GRM7
POU3F1
E2F8
IRS1
NDUFS7
CLDN23
ZNF746
CLP1
CALML5
ZNF430
EAF1
TLX1
ATXN1
RPS21
ENTPD4
RAB1A
PLXNB2
TAF3
CRYL1
VAPB
HNRNPUL1
PRCC
ARHGAP26
MLXIPL
ANKZF1
CD68
TOR3A
HDX
ARPC2
GLI2
POLH
PI4KB
GOLM1
IFI6
KCNK4
ZNF341
LRRCC1
ATAD2
SPACA3
ATAD5
INCENP
DSCC1
PLAA
ICAM1
SAG
POLG
IFIT5
TMEM100
MAX
KDM2B
ENTPD6
FBLN2
PRKCA
TFDP3
RBP1
ZNF165
FMNL2
PDK2
TBX4
MTMR3
TCF7L2
CMTR1
TPX2
RXRB
MPV17
SLC27A2
KRTAP5-4
SLC35A1
RAE1
DLG1
PNPLA6
STON1-GTF2A1L
ID3
TTC3
MRPL42
ZNF250
CHPT1
LPL
TMOD4
GPR34
CNOT4
RPL7A
COG6
MPC1
KRT4
PSMC4
TTLL1
NEIL1
UTP14A
ITFG1
SLC7A2
UPF3B
BAIAP2
ABCA5
CACNG1
SEC61A1
SDHC
JAKMIP3
TREML2
SYTL3
CADM1
LZTS1
SMG8
FKBP5
RPS6KB2
KIF11
PPM1D
SH3PXD2A
MELK
TRIM33
BCL2L10
FAM3B
BRMS1
CYP7A1
STYX
PDIA3
HDAC10
OTUD4
INTS11
MXRA7
NRGN
PCCA
TBC1D20
MRM2
ARHGEF28
LRP5
TNFRSF8
PLRG1
CLEC2B
RPL13A
KMT2B
VPS45
UGGT2
ASTN1
DCTN5
ASPN
EFCAB6
HAL
ST8SIA2
NBEA
ADAM15
PRKCB
SERF1B
NPEPPS
PON2
SLC39A9
SLC25A16
NUAK1
KIF5B
PSMD11
SAA1
MTTP
CLDND1
TXNDC17
ZNF503
ADGRE1
GNPTG
PTER
PIGP
UBQLN2
UCHL3
HGF
MORN2
TAF1B
COL6A6
ALDH3A1
FANCF
P2RX5
POR
PTPN12
LYRM2
NRBP1
ZPBP2
CCNG1
GJA1
TNNT2
EIF1AY
ADAMTS1
TSPOAP1
ANXA5
CCNG2
COTL1
CCL2
NUMA1
SERPINA4
UGT2B15
PNPT1
SBNO1
HCC
MELTF
TUBA1C
ASAP2
APOBEC3F
ILF3
TLK1
NR1H4
C1ORF87
LIMS1
DYNLL1
DDR2
PDE7A
ENDOG
MEOX2
PAK1
IMMT
YTHDF2
PLEKHG4B
GPR161
HRCT1
POLD4
PFDN1
PACRG
LHPP
CELSR2
PYROXD1
PDIK1L
SESN2
MAP3K10
IL11RA
AKT2
EIF2AK3
TBC1D24
AP2M1
PSMD13
SCUBE1
JPH1
PIGX
ANKRD2
CHCHD2
BCORL1
C11ORF68
MFF
ABRAXAS1
ELOF1
ACE
GUCY1A2
SERTAD3
MYO16
UCP2
ASTN2
NCAPD3
GSS
ADIPOR2
C1QTNF6
EIF2AK1
TTC4
P2RY13
CSGALNACT1
SLC38A7
P3H3
KCNK9
CLDN14
GOLPH3
APLN
GNA13
IL25
PTGES
EHHADH
HOXB7
RAP2B
SAE1
ARHGEF26
EREG
HECTD1
HSH2D
UNC13D
RARB
CCT3
PBX3
NR1D1
APIP
PRDM15
NFIC
SOS1
ITGA5
FANCE
TOPORS
G3BP2
RNASE2
VENTX
CAPRIN1
ZNF268
ABCC11
LZTFL1
BAZ2B
MGLL
C10ORF55
SLC24A3
ARRB1
EML5
NF1
ELK4
MRGPRX1
COPS5
CDHR1
RPL7
SLC4A4
ISOC1
OAT
HYLS1
RORB
ZMYND8
TACO1
ZHX2
CXCL8
CLDN18
ACPP
DCAF4
TRPM5
KNSTRN
TRAF7
PRKACB
CENPU
C10ORF88
AGER
DIRC2
FCGR2B
USP15
MYBL2
RNF4
GPX4
SPN
EIF3E
DTX2
TOP1MT
ARHGAP42
CCDC34
HINT3
PTN
NBAS
CCL26
ESM1
SRFBP1
ELF5
LITAF
TTC28
CDCA2
CAPN3
EIF3F
DPH1
UTP3
SMPD1
GNL1
HPCAL1
SAR1A
AGTR2
MYOM1
HTRA2
CNRIP1
OPN1MW
PRKD1
RORC
CDK19
WIF1
TOPBP1
TRIP12
SLC4A1AP
SLC32A1
CCDC6
FGF12
ACADS
ZNF208
HOXB9
AP3B2
CD3E
GAPDHS
KCTD3
AGAP1
NPAS1
UBE2I
PATZ1
FAM92A
DCTN4
KCNH2
AWAT2
RHOH
SYP
SRCIN1
BLOC1S3
ATG16L1
SPAG9
FLAD1
CD40LG
TEF
CFAP43
PCOTH
RSPH4A
DRAM2
ACTL6A
ATP6V1B1
ADAMTS17
CCDC25
SF1
NRCAM
NPC1L1
CDH1
RPS29
ZCCHC11
CARS
BBX
FAAP20
RABL6
PCSK9
CNOT3
PAIP2B
MYCBP
MAT2A
FAIM2
TMEM189
DYNC1H1
CNNM4
PEX14
IFT74
RGS9BP
PCSK5
ELMO2
CWF19L1
MAP2K1
MAGED1
P2RY2
SPATA5
MCM9
UBE4A
PDE1B
RNF216
KCTD12
RNH1
PRRC2A
LSM1
SNAP29
DEFB4A
KMT2E
RPL27
TRIM45
NKX3-2
GNS
TPP2
GPATCH3
HECTD4
CSRP3
BHLHE41
PKHD1
LRRC8E
SLC6A14
ACADSB
TGFBR2
SEC24C
CDK14
PRDM6
ZBTB39
ASB1
ADO
RNF44
PLK4
CHTOP
FGGY
TUT1
PPP1R8
UBQLN1
CST3
ANKIB1
DLX1
MAN2B2
ACTR1B
CDC16
OTOR
DEF6
CXXC5
TUBA1B
SKAP2
RBPJ
SH3TC2
CSNK1G2
KCNS3
CAST
DAPK3
PEX19
